entity_id,domain,friendly_name,state,device_class,unit_of_measurement,area_id,area_name,device_id,device_name
device_tracker.dads_iphone,device_tracker,Dads iPhone,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_floors_ascended,sensor,Dads iPhone Floors Ascended,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_activity,sensor,Dads iPhone Activity,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_distance,sensor,Dads iPhone Distance,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_floors_descended,sensor,Dads iPhone Floors Descended,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_battery_level,sensor,Dads iPhone Battery Level,unavailable,battery,%,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_battery_state,sensor,Dads iPhone Battery State,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_connection_type,sensor,Dads iPhone Connection Type,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_steps,sensor,Dads iPhone Steps,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_storage,sensor,Dads iPhone Storage,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_ssid,sensor,Dads iPhone SSID,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_bssid,sensor,Dads iPhone BSSID,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_average_active_pace,sensor,Dads iPhone Average Active Pace,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_sim_1,sensor,Dads iPhone SIM 1,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_sim_2,sensor,Dads iPhone SIM 2,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
binary_sensor.dads_iphone_focus,binary_sensor,Dads iPhone Focus,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_geocoded_location,sensor,Dads iPhone Geocoded Location,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_last_update_trigger,sensor,Dads iPhone Last Update Trigger,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_app_version,sensor,Dads iPhone App Version,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_audio_output,sensor,Dads iPhone Audio Output,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
sensor.dads_iphone_location_permission,sensor,Dads iPhone Location permission,unavailable,,,,,c78a9dbd2ff920d19e127756119d8de4,
media_player.basement_tv,media_player,,unavailable,,,,,73337ca0372eecd6f389ed48072b8cbc,
binary_sensor.zigbee2mqtt_bridge_connection_state,binary_sensor,Zigbee2MQTT Bridge Connection state,on,connectivity,,,,60d8e6bd2fdee722d5faea0034fb66d0,Zigbee2MQTT Bridge
button.zigbee2mqtt_bridge_restart,button,Zigbee2MQTT Bridge Restart,unknown,restart,,,,60d8e6bd2fdee722d5faea0034fb66d0,Zigbee2MQTT Bridge
select.zigbee2mqtt_bridge_log_level,select,Zigbee2MQTT Bridge Log level,info,,,,,60d8e6bd2fdee722d5faea0034fb66d0,Zigbee2MQTT Bridge
sensor.zigbee2mqtt_bridge_version,sensor,Zigbee2MQTT Bridge Version,2.6.1,,,,,60d8e6bd2fdee722d5faea0034fb66d0,Zigbee2MQTT Bridge
switch.zigbee2mqtt_bridge_permit_join,switch,Zigbee2MQTT Bridge Permit join,off,,,,,60d8e6bd2fdee722d5faea0034fb66d0,Zigbee2MQTT Bridge
device_tracker.gvh5100_3a6a,device_tracker,,unavailable,,,,,8bf2b96a73d9116d9d876d10f2972695,
sensor.gvh5100_3a6a_estimated_distance,sensor,Estimated distance,unavailable,distance,ft,,,8bf2b96a73d9116d9d876d10f2972695,
device_tracker.gvh5100_4a24,device_tracker,,unavailable,,,,,ae1bee7a1e82ecd1018f85896b022e4f,
sensor.gvh5100_4a24_estimated_distance,sensor,Estimated distance,unavailable,distance,ft,,,ae1bee7a1e82ecd1018f85896b022e4f,
device_tracker.gvh5100_4529,device_tracker,,unavailable,,,,,c1a4664b6ccab2ad419e7f966094d841,
sensor.gvh5100_4529_estimated_distance,sensor,Estimated distance,unavailable,distance,ft,,,c1a4664b6ccab2ad419e7f966094d841,
light.exterior_floodlights,light,Exterior Floodlights,unavailable,,,exterior,Exterior,,
light.camera_status_leds,light,Camera Status LEDs,unavailable,,,,,,
input_boolean.theater_left_candy_cane_effect,input_boolean,Theater Left Candy Cane Effect,unavailable,,,,,,
script.theater_left_candy_cane_start,script,Start Candy Cane: Theater Left,unavailable,,,,,,
script.theater_left_candy_cane_stop,script,Stop Candy Cane: Theater Left,unavailable,,,,,,
input_number.theater_left_candy_cane_delay,input_number,Candy Cane Delay (sec),unavailable,,,,,,
input_boolean.theater_left_candy_cane,input_boolean,Theater Left Candy Cane Effect,unavailable,,,,,,
script.theater_left_test_cycle_once,script,TEST: Theater Left (Red → Green → Red),unavailable,,,,,,
script.theater_left_debug_cycle_once,script,DEBUG: Theater Left (Red → Green → Red),unavailable,,,,,,
script.theater_dual_candy_cane_start,script,Start Candy Cane: Left & Right Theater Lights (Gradient),unavailable,,,,,,
script.theater_dual_candy_cane_stop,script,Stop Candy Cane: Left & Right Theater Lights,unavailable,,,,,,
binary_sensor.q5_pro_water_box_attached,binary_sensor,Water box attached,unavailable,connectivity,,,,0e2601999566221c73204fd77246b6d3,
binary_sensor.q5_pro_cleaning,binary_sensor,Cleaning,unavailable,running,,,,0e2601999566221c73204fd77246b6d3,
binary_sensor.q5_pro_charging,binary_sensor,Charging,unavailable,battery_charging,,,,0e2601999566221c73204fd77246b6d3,
image.q5_pro_basement,image,Basement,unavailable,,,,,0e2601999566221c73204fd77246b6d3,
select.q5_pro_mop_mode,select,Mop mode,unavailable,,,,,0e2601999566221c73204fd77246b6d3,
select.q5_pro_selected_map,select,Selected map,unavailable,,,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_main_brush_time_left,sensor,Main brush time left,unavailable,duration,s,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_side_brush_time_left,sensor,Side brush time left,unavailable,duration,s,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_filter_time_left,sensor,Filter time left,unavailable,duration,s,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_sensor_time_left,sensor,Sensor time left,unavailable,duration,s,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_cleaning_time,sensor,Cleaning time,unavailable,duration,s,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_total_cleaning_time,sensor,Total cleaning time,unavailable,duration,s,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_total_cleaning_count,sensor,Total cleaning count,unavailable,,,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_status,sensor,Status,unavailable,enum,,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_cleaning_area,sensor,Cleaning area,unavailable,,m²,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_total_cleaning_area,sensor,Total cleaning area,unavailable,,m²,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_vacuum_error,sensor,Vacuum error,unavailable,enum,,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_battery,sensor,Battery,unavailable,battery,%,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_last_clean_begin,sensor,Last clean begin,unavailable,timestamp,,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_last_clean_end,sensor,Last clean end,unavailable,timestamp,,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_cleaning_progress,sensor,Cleaning progress,unavailable,,%,,,0e2601999566221c73204fd77246b6d3,
sensor.q5_pro_current_room,sensor,Current room,unavailable,enum,,,,0e2601999566221c73204fd77246b6d3,
vacuum.q5_pro,vacuum,,unavailable,,,,,0e2601999566221c73204fd77246b6d3,
button.q5_pro_full_cleaning,button,Full Cleaning,unavailable,,,,,0e2601999566221c73204fd77246b6d3,
number.q5_pro_volume,number,Volume,unavailable,,%,,,0e2601999566221c73204fd77246b6d3,
switch.q5_pro_dock_child_lock,switch,Child lock,unavailable,,,,,4279d613567b88feb2dc53a51f0e4c9c,
switch.q5_pro_do_not_disturb,switch,Do not disturb,unavailable,,,,,0e2601999566221c73204fd77246b6d3,
time.q5_pro_do_not_disturb_begin,time,Do not disturb begin,unavailable,,,,,0e2601999566221c73204fd77246b6d3,
time.q5_pro_do_not_disturb_end,time,Do not disturb end,unavailable,,,,,0e2601999566221c73204fd77246b6d3,
automation.humidor_above_temp,automation,Humidor-above temp,unavailable,,,,,,
automation.humidor_below_temp,automation,Humidor - below temp,unavailable,,,,,,
sensor.govee_to_mqtt_version,sensor,Govee to MQTT Version,2025.04.13-17d43d72,,,,,fef4f62343eec587621efd7f3933c17a,Govee to MQTT
button.govee_to_mqtt_purge_caches,button,Govee to MQTT Purge Caches,unknown,,,,,fef4f62343eec587621efd7f3933c17a,Govee to MQTT
sensor.h6076_1341_status,sensor,Diningroom_light Status,Available,,,,,e0e6785ffecbf49affc34aa0a9574598,Diningroom_light
button.h6076_1341_request_platform_api_state,button,Diningroom_light Request Platform API State,unknown,,,,,e0e6785ffecbf49affc34aa0a9574598,Diningroom_light
sensor.h6076_194b_status,sensor,Livingroom_light Status,Available,,,,,a861357a165cd19fc8762b7f1f6c1dea,Livingroom_light
button.h6076_194b_request_platform_api_state,button,Livingroom_light Request Platform API State,unknown,,,,,a861357a165cd19fc8762b7f1f6c1dea,Livingroom_light
sensor.h705a_3d4b_status,sensor,Permanent Outdoor Lights Status,Available,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
button.h705a_3d4b_request_platform_api_state,button,Permanent Outdoor Lights Request Platform API State,unknown,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
sensor.h6076_7b5f_status,sensor,Sunroom_Light Status,Available,,,,,83ff827fba6d077abe0e9a9e306fcd74,Sunroom_Light
button.h6076_7b5f_request_platform_api_state,button,Sunroom_Light Request Platform API State,unknown,,,,,83ff827fba6d077abe0e9a9e306fcd74,Sunroom_Light
device_tracker.iot_device,device_tracker,iot_device,unavailable,,,,,,
device_tracker.b_hyve_xr_70d150,device_tracker,B-hyve_XR_70D150,unavailable,,,,,,
device_tracker.home,device_tracker,Home,unavailable,,,,,,
device_tracker.private,device_tracker,Private,unavailable,,,,,,
device_tracker.android_a1bda00cf175a012,device_tracker,android-a1bda00cf175a012,unavailable,,,,,,
device_tracker.google,device_tracker,Google,unavailable,,,,,,
device_tracker.private_2,device_tracker,Private,unavailable,,,,,,
device_tracker.purifier_garage,device_tracker,purifier - garage,unavailable,,,,,,
device_tracker.office,device_tracker,Office,unavailable,,,,,,
device_tracker.garage_keypad,device_tracker,garage_keypad,unavailable,,,,,,
device_tracker.ipad_2,device_tracker,iPad-2,unavailable,,,,,,
device_tracker.light_dining_room,device_tracker,light - dining room,unavailable,,,,,,
device_tracker.google_home_mini,device_tracker,Google-Home-Mini,unavailable,,,,,,
device_tracker.speaker_bedroom,device_tracker,speaker-bedroom,unavailable,,,,,,
device_tracker.purifier_bedroom,device_tracker,purifier - bedroom,unavailable,,,,,,
device_tracker.nintendo_co_ltd,device_tracker,"Nintendo Co.,Ltd",unavailable,,,,,,
device_tracker.google_home_mini_2,device_tracker,Google-Home-Mini,unavailable,,,,,,
device_tracker.bedroom_vizio,device_tracker,bedroom_vizio,unavailable,,,,,,
device_tracker.multi_use_wifi,device_tracker,multi-use-wifi,unavailable,,,,,,
device_tracker.private_3,device_tracker,Private,unavailable,,,,,,
device_tracker.homeassistant,device_tracker,homeassistant,unavailable,,,,,,
device_tracker.home_hub,device_tracker,home hub,unavailable,,,,,e9cec934dc6317f215d56db1aa103638,
device_tracker.ps5_0aaf54,device_tracker,PS5-0AAF54,unavailable,,,,,,
device_tracker.office_laptop,device_tracker,office_laptop,unavailable,,,,,,
device_tracker.firetv_basement,device_tracker,firetv-basement,unavailable,,,,,,
device_tracker.camera_birdfeeder,device_tracker,camera - birdfeeder,unavailable,,,,,,
device_tracker.ari_galaxy_s24,device_tracker,Ari-Galaxy-S24,unavailable,,,,,,
device_tracker.purifier_guest_room,device_tracker,purifier - guest room,unavailable,,,,,,
device_tracker.dads_iphone_2,device_tracker,Dads-iPhone,unavailable,,,,,,
device_tracker.wdmycloud,device_tracker,WDMyCloud,unavailable,,,,,,
device_tracker.light_front_led,device_tracker,light - front led,unavailable,,,,,,
device_tracker.chromecast,device_tracker,Chromecast,unavailable,,,,,,
device_tracker.myq_f3c,device_tracker,MyQ-F3C,unavailable,,,,,,
device_tracker.epsonb9ca4f,device_tracker,EPSONB9CA4F,unavailable,,,,,,
device_tracker.firetv_livingroom,device_tracker,firetv_livingroom,unavailable,,,,,,
device_tracker.google_home_mini_3,device_tracker,Google-Home-Mini,unavailable,,,,,,
device_tracker.vacuum_roborock,device_tracker,vacuum - roborock,unavailable,,,,,0e2601999566221c73204fd77246b6d3,
device_tracker.ashs_desktop,device_tracker,ashs_desktop,unavailable,,,,,,
device_tracker.private_4,device_tracker,Private,unavailable,,,,,,
device_tracker.diego_s_s24,device_tracker,Diego-s-S24,unavailable,,,,,,
device_tracker.private_5,device_tracker,Private,unavailable,,,,,,
device_tracker.diegos_ipad_2,device_tracker,Diegos-iPad,unavailable,,,,,,
device_tracker.light_sunroom,device_tracker,light-sunroom,unavailable,,,,,,
device_tracker.viziocastdisplay,device_tracker,viziocastdisplay,unavailable,,,,,,
device_tracker.private_6,device_tracker,Private,unavailable,,,,,,
device_tracker.iot_device_2,device_tracker,iot_device,unavailable,,,,,,
device_tracker.sainlogic_302d19,device_tracker,Sainlogic-302D19,unavailable,,,,,,
device_tracker.diego_compy,device_tracker,Diego_Compy,unavailable,,,,,,
device_tracker.ring_187f88c2aa2a,device_tracker,Ring-187f88C2AA2A,unavailable,,,,,,
sensor.tp_link_router_total_guest_wifi_clients,sensor,Total guest wifi clients,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
sensor.tp_link_router_total_main_wifi_clients,sensor,Total main wifi clients,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
sensor.tp_link_router_total_wired_clients,sensor,Total wired clients,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
sensor.tp_link_router_total_iot_clients,sensor,Total IoT clients,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
sensor.tp_link_router_total_clients,sensor,Total clients,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
sensor.tp_link_router_cpu_used,sensor,CPU used,unavailable,,%,,,8798720fb2e6b1b77baa0cc6c41e08ba,
sensor.tp_link_router_memory_used,sensor,Memory used,unavailable,,%,,,8798720fb2e6b1b77baa0cc6c41e08ba,
sensor.tp_link_router_connection_type,sensor,Connection Type,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
switch.guest_wifi_2_4g,switch,Guest WIFI 2.4G,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
switch.guest_wifi_5g,switch,Guest WIFI 5G,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
switch.guest_wifi_6g,switch,Guest WIFI 6G,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
switch.wifi_2_4g,switch,WIFI 2.4G,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
switch.wifi_5g,switch,WIFI 5G,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
switch.wifi_6g,switch,WIFI 6G,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
switch.iot_wifi_2_4g,switch,IoT WIFI 2.4G,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
switch.iot_wifi_5g,switch,IoT WIFI 5G,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
switch.iot_wifi_6g,switch,IoT WIFI 6G,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
switch.router_data_fetching,switch,Router data fetching,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
button.reboot,button,Reboot,unavailable,restart,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
light.light_office,light,Light-office,on,,,,,fa86a4d976e0cd165423f20c6740ca2c,Light-office
select.light_office_power_on_behavior,select,Light-office Power-on behavior,unknown,,,,,fa86a4d976e0cd165423f20c6740ca2c,Light-office
update.light_office,update,Light-office,off,firmware,,,,fa86a4d976e0cd165423f20c6740ca2c,Light-office
switch.plug_basement_burner,switch,Plug-basement-burner,on,,,,,a2ce740fafec50fa23e5195e3122a8dc,Plug-basement-burner
select.plug_basement_burner_power_on_behavior,select,Plug-basement-burner Power-on behavior,unknown,,,,,a2ce740fafec50fa23e5195e3122a8dc,Plug-basement-burner
sensor.plug_basement_burner_ac_frequency,sensor,Plug-basement-burner Frequency,60,frequency,Hz,,,a2ce740fafec50fa23e5195e3122a8dc,Plug-basement-burner
sensor.plug_basement_burner_power,sensor,Plug-basement-burner Power,23.3,power,W,,,a2ce740fafec50fa23e5195e3122a8dc,Plug-basement-burner
sensor.plug_basement_burner_energy,sensor,Plug-basement-burner Energy,2.26,energy,kWh,,,a2ce740fafec50fa23e5195e3122a8dc,Plug-basement-burner
sensor.plug_basement_burner_current,sensor,Plug-basement-burner Current,0.19,current,A,,,a2ce740fafec50fa23e5195e3122a8dc,Plug-basement-burner
sensor.plug_basement_burner_voltage,sensor,Plug-basement-burner Voltage,123.5,voltage,V,,,a2ce740fafec50fa23e5195e3122a8dc,Plug-basement-burner
update.plug_basement_burner,update,Plug-basement-burner,off,firmware,,,,a2ce740fafec50fa23e5195e3122a8dc,Plug-basement-burner
light.light_front_left,light,Light-Front-left,off,,,,,31c3b8941b3f021b6b3138b40ebe448c,Light-Front-left
select.light_front_left_power_on_behavior,select,Light-Front-left Power-on behavior,unknown,,,,,31c3b8941b3f021b6b3138b40ebe448c,Light-Front-left
update.light_front_left,update,Light-Front-left,on,firmware,,,,31c3b8941b3f021b6b3138b40ebe448c,Light-Front-left
light.light_front_right,light,Light-Front-right,off,,,,,4a46590bd9adaf2f61babfc95189adf0,Light-Front-right
select.light_front_right_power_on_behavior,select,Light-Front-right Power-on behavior,unknown,,,,,4a46590bd9adaf2f61babfc95189adf0,Light-Front-right
update.light_front_right,update,Light-Front-right,on,firmware,,,,4a46590bd9adaf2f61babfc95189adf0,Light-Front-right
switch.plug_humidor,switch,Plug-humidor,on,,,,,108d19285595c85ca02d21210c5bdb68,Plug-humidor
select.plug_humidor_power_on_behavior,select,Plug-humidor Power-on behavior,unknown,,,,,108d19285595c85ca02d21210c5bdb68,Plug-humidor
sensor.plug_humidor_ac_frequency,sensor,Plug-humidor Frequency,60,frequency,Hz,,,108d19285595c85ca02d21210c5bdb68,Plug-humidor
sensor.plug_humidor_power,sensor,Plug-humidor Power,47,power,W,,,108d19285595c85ca02d21210c5bdb68,Plug-humidor
sensor.plug_humidor_energy,sensor,Plug-humidor Energy,3.67,energy,kWh,,,108d19285595c85ca02d21210c5bdb68,Plug-humidor
sensor.plug_humidor_current,sensor,Plug-humidor Current,0.71,current,A,,,108d19285595c85ca02d21210c5bdb68,Plug-humidor
sensor.plug_humidor_voltage,sensor,Plug-humidor Voltage,123.2,voltage,V,,,108d19285595c85ca02d21210c5bdb68,Plug-humidor
update.plug_humidor,update,Plug-humidor,off,firmware,,,,108d19285595c85ca02d21210c5bdb68,Plug-humidor
sensor.hygrometer_humidor_temperature,sensor,Hygrometer-Humidor Temperature,72.086,temperature,°F,,,679006176d99f9a9d7f6321ed2160725,Hygrometer-Humidor
sensor.hygrometer_humidor_humidity,sensor,Hygrometer-Humidor Humidity,62.37,humidity,%,,,679006176d99f9a9d7f6321ed2160725,Hygrometer-Humidor
sensor.hygrometer_humidor_battery,sensor,Hygrometer-Humidor Battery,100,battery,%,,,679006176d99f9a9d7f6321ed2160725,Hygrometer-Humidor
switch.plug_mainfloor_burner,switch,Plug-Mainfloor-burner,off,,,,,8c0dfdd06ad4f8c415c84db3987f7bfe,Plug-Mainfloor-burner
select.plug_mainfloor_burner_power_on_behavior,select,Plug-Mainfloor-burner Power-on behavior,unknown,,,,,8c0dfdd06ad4f8c415c84db3987f7bfe,Plug-Mainfloor-burner
sensor.plug_mainfloor_burner_ac_frequency,sensor,Plug-Mainfloor-burner Frequency,60,frequency,Hz,,,8c0dfdd06ad4f8c415c84db3987f7bfe,Plug-Mainfloor-burner
sensor.plug_mainfloor_burner_power,sensor,Plug-Mainfloor-burner Power,0,power,W,,,8c0dfdd06ad4f8c415c84db3987f7bfe,Plug-Mainfloor-burner
sensor.plug_mainfloor_burner_energy,sensor,Plug-Mainfloor-burner Energy,3.59,energy,kWh,,,8c0dfdd06ad4f8c415c84db3987f7bfe,Plug-Mainfloor-burner
sensor.plug_mainfloor_burner_current,sensor,Plug-Mainfloor-burner Current,0,current,A,,,8c0dfdd06ad4f8c415c84db3987f7bfe,Plug-Mainfloor-burner
sensor.plug_mainfloor_burner_voltage,sensor,Plug-Mainfloor-burner Voltage,122.9,voltage,V,,,8c0dfdd06ad4f8c415c84db3987f7bfe,Plug-Mainfloor-burner
update.plug_mainfloor_burner,update,Plug-Mainfloor-burner,off,firmware,,,,8c0dfdd06ad4f8c415c84db3987f7bfe,Plug-Mainfloor-burner
device_tracker.espressif,device_tracker,Espressif,unavailable,,,,,,
automation.outdoor_lights_control_sunrise_sunset,automation,Outdoor Lights Control - Sunrise/Sunset,unavailable,,,,,,
automation.3_30_am_light_activation,automation,3:30 AM Light Activation,unavailable,,,,,,
input_number.theater_dual_candy_cane_delay,input_number,Candy Cane Swap Delay (sec),unavailable,,,,,,
input_boolean.theater_dual_candy_cane,input_boolean,Theater Dual Candy Cane Effect,unavailable,,,,,,
device_tracker.work_laptop,device_tracker,work laptop,unavailable,,,,,,
sensor.sensor_office_battery,sensor,Sensor-office Battery,100,battery,%,,,74cec778f3bd0836bdc1028e52c863f0,Sensor-office
sensor.sensor_office_temperature,sensor,Sensor-office Temperature,76.28,temperature,°F,,,74cec778f3bd0836bdc1028e52c863f0,Sensor-office
sensor.sensor_office_humidity,sensor,Sensor-office Humidity,61.9,humidity,%,,,74cec778f3bd0836bdc1028e52c863f0,Sensor-office
device_tracker.taras_iphone_14,device_tracker,Taras-iPhone-14,unavailable,,,,,,
device_tracker.phone,device_tracker,Android,unavailable,,,,,,
device_tracker.firetv_bedroom,device_tracker,firetv-bedroom,unavailable,,,,,,
scene.govee_to_mqtt_one_click_default_husker_game,scene,Govee to MQTT One-Click: Default: Husker Game,unknown,,,,,fef4f62343eec587621efd7f3933c17a,Govee to MQTT
sensor.h7122_afaa_status,sensor,Garage Air Purifier Status,Available,,,,,bd2e6902ac721b12823dfcc2bb41516f,Garage Air Purifier
button.h7122_afaa_request_platform_api_state,button,Garage Air Purifier Request Platform API State,unknown,,,,,bd2e6902ac721b12823dfcc2bb41516f,Garage Air Purifier
sensor.h7120_a0a8_status,sensor,Guest Room Purifier Status,Available,,,master_bedroom,Master Bedroom,8ffc01edf7e7f6c9cbe34e4e46d86d29,Guest Room Purifier
button.h7120_a0a8_request_platform_api_state,button,Guest Room Purifier Request Platform API State,unknown,,,master_bedroom,Master Bedroom,8ffc01edf7e7f6c9cbe34e4e46d86d29,Guest Room Purifier
sensor.h5179_fcff_status,sensor,Office Thermostat Status,Available,,,office,Office,96f1337f4e265ccf911c94619f728697,Office Thermostat
button.h5179_fcff_request_platform_api_state,button,Office Thermostat Request Platform API State,unknown,,,office,Office,96f1337f4e265ccf911c94619f728697,Office Thermostat
sensor.h6008_cc38_status,sensor,Light-parents Status,Available,,,,,d8600e00e255a81287a470f51c3befef,Light-parents
button.h6008_cc38_request_platform_api_state,button,Light-parents Request Platform API State,unknown,,,,,d8600e00e255a81287a470f51c3befef,Light-parents
sensor.h6008_3b6e_status,sensor,Light-Guest Room Status,Available,,,,,ebb5abe5ad9f3f16576cdc7f4db01f3c,Light-Guest Room
button.h6008_3b6e_request_platform_api_state,button,Light-Guest Room Request Platform API State,unknown,,,,,ebb5abe5ad9f3f16576cdc7f4db01f3c,Light-Guest Room
sensor.h6008_c430_status,sensor,Light-attic Status,Available,,,,,854468f10af7df319df70a73fe12c694,Light-attic
button.h6008_c430_request_platform_api_state,button,Light-attic Request Platform API State,unknown,,,,,854468f10af7df319df70a73fe12c694,Light-attic
sensor.h6008_12c6_status,sensor,Status,unavailable,,,,,7234c55ca46162d4eb217c17e566e71a,
button.h6008_12c6_request_platform_api_state,button,Request Platform API State,unavailable,,,,,7234c55ca46162d4eb217c17e566e71a,
sensor.h7123_b962_status,sensor,Bedroom Purifier Status,Available,,,,,48b4625f30dc183057e69c2282b75881,Bedroom Purifier
button.h7123_b962_request_platform_api_state,button,Bedroom Purifier Request Platform API State,unknown,,,,,48b4625f30dc183057e69c2282b75881,Bedroom Purifier
sensor.h5080_8b80_status,sensor,Tree Status,Available,,,,,14156dea9e690a22517648f828de08cf,Tree
button.h5080_8b80_request_platform_api_state,button,Tree Request Platform API State,unknown,,,,,14156dea9e690a22517648f828de08cf,Tree
sensor.h70c2_e9ea_status,sensor,Christmas Tree Lights Status,Available,,,,,f12d9f2f4ab301be2ae7113e3fb742ab,Christmas Tree Lights
button.h70c2_e9ea_request_platform_api_state,button,Christmas Tree Lights Request Platform API State,unknown,,,,,f12d9f2f4ab301be2ae7113e3fb742ab,Christmas Tree Lights
switch.tree_power_switch,switch,Tree Power Switch,off,,,,,14156dea9e690a22517648f828de08cf,Tree
light.light_ari_2,light,,unavailable,,,,,7234c55ca46162d4eb217c17e566e71a,
switch.light_ari_power_switch,switch,Power Switch,unavailable,,,,,7234c55ca46162d4eb217c17e566e71a,
switch.bedroom_purifier_power_switch,switch,Bedroom Purifier Power Switch,off,,,,,48b4625f30dc183057e69c2282b75881,Bedroom Purifier
button.bedroom_purifier_activate_mode_auto,button,Bedroom Purifier Activate Mode: Auto,unknown,,,,,48b4625f30dc183057e69c2282b75881,Bedroom Purifier
button.bedroom_purifier_activate_mode_sleep,button,Bedroom Purifier Activate Mode: Sleep,unknown,,,,,48b4625f30dc183057e69c2282b75881,Bedroom Purifier
number.bedroom_purifier_gearmode,number,Bedroom Purifier gearMode,3,,,,,48b4625f30dc183057e69c2282b75881,Bedroom Purifier
select.bedroom_purifier_mode,select,Bedroom Purifier Mode,gearMode,,,,,48b4625f30dc183057e69c2282b75881,Bedroom Purifier
sensor.bedroom_purifier_filterlifetime,sensor,Bedroom Purifier filterLifeTime,"{""value"":48}",,,,,48b4625f30dc183057e69c2282b75881,Bedroom Purifier
sensor.bedroom_purifier_airquality,sensor,Bedroom Purifier airQuality,"{""value"":1}",,,,,48b4625f30dc183057e69c2282b75881,Bedroom Purifier
light.guest_room_purifier,light,Guest Room Purifier,off,,,master_bedroom,Master Bedroom,8ffc01edf7e7f6c9cbe34e4e46d86d29,Guest Room Purifier
select.guest_room_purifier_mode_scene,select,Guest Room Purifier Mode/Scene,unknown,,,master_bedroom,Master Bedroom,8ffc01edf7e7f6c9cbe34e4e46d86d29,Guest Room Purifier
switch.guest_room_purifier_power_switch,switch,Guest Room Purifier Power Switch,off,,,master_bedroom,Master Bedroom,8ffc01edf7e7f6c9cbe34e4e46d86d29,Guest Room Purifier
